Country,Location,Activity,Fatal Y/N,Species
USA,"Daytona Beach Shores, Volusia County",Swimming,N,Shark involvement not confirmed
USA,"Ponce Inlet, Volusia County",Surfing,N,Unknown
USA,"Melbourne Beach, Brevard County",Surfing,N,Unknown
USA,Canaveral National Seashore,Surf fishing,N,4' to 5' shark
AUSTRALIA,"Greenmount Beach, Coolangatta",Surfing,Y,"White shark, 3m"
USA,Puako,Snorkeling,N,8' shark
USA,"Jensen Beach, Martin County",,N,"Nurse shark, juvenile"
AUSTRALIA,Forster,Fishing / Filming sharks feeding on whale carcass,N,White shark
USA,"Folly Beach, Charleston County",Surfing,N,Unknown
USA,"Shelter Cove, Humboldt County",Kayak fishing,N,White shark
USA,"New Smyrna Beach, Volusia County",Standing,N,Unknown
USA,"St. Augustine Beach, Anastasia Island, St. Johns County",Surfing,N,4' to 5' shark
USA,"New Smyrna Beach, Volusia County",Boogie boarding,N,Unknown
USA,"Myrtle Beach, Horry County",Wading,N,Unknown
AUSTRALIA,"Shelly Beach, Port Macquarie",Surfing,N,"White shark, 2-to 3m"
USA,"Off Gasparilla Island, Charlotte County",Fishing,N,"Blacktip shark, 6'"
USA,"Candle Reef, St. Croix",Snorkeling,N,"Nurse shark, 5'"
USA,"Surf City, Pender County",Surfing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"Orange Beach, Baldwin County",Swimming,N,Blacktip or Spinner shark
AUSTRALIA,Bunker Bay Beach,Surfing,N,"White shark, 4m"
USA,Florida Keys,Diving,N,"Lemon shark, 8'"
AUSTRALIA,Tenth Island,Sightseeing,N,"White shark, 4m"
FRENCH POLYNESIA,Tikehau,Swimming,N,"Blacktip reef shark, juvenile"
USA,"Bailey Island, Cumberland County",Swimming,Y,"White shark, 11'?"
USA,Spanish Cay,Spearfishing,N,"Reef shark, 5' to 6 '"
USA,"New Smyrna Beach, Volusia County",Standing,N,Unknown
USA,"Neuse River, Craven County",Treading water,N,Bull shark. 6.5'
USA,"Cocoa Beach, Brevard  County",Wading,N,Unknown
AUSTRALIA,Off Stanley,Fishing,N,White shark
USA,"Melbourne Beach, Brevard County",Wading,N,"Bull shark, 4' to 6'"
AUSTRALIA,Fitzroy Island,Snorkeling,N,2 m shark
AUSTRALIA,Wilsons Headland,Surfing,Y,"White shark, 2.5 m"
USA,"Cocoa Beach, Brevard  County",Surfing,N,Unknown
AUSTRALIA,Fraser Island,Spearfishing,Y,Unknown
USA,"Homestead, Miami-Dade County",Playing,N,Juvenile bull shark?
USA,"Salvo, Dare County",Body Surfing,N,Unknown
BAHAMAS,"Pig Beach, Pig Island",,N,Unknown
SOUTH AFRICA,Umhlanga Rocks,Surf skiing ,N,Unknown
NEW CALEDONIA,"Plateau de Ricaudy, Nouméa",Windsurfing,Y,Tiger shark
AUSTRALIA,Salt Beach near Kingscliff,Surfing,Y,"White shark, 3.5 m"
AUSTRALIA,"Tantabitti Beach, Nigaloo",,N,Unknown
USA,"Herring Point, Sussex County",Skimboarding,N,Shark involvement unconfirmed but considered probable
USA,"Davidsons Beach, Kauai",Surfing,N,Tiger shark?
BAHAMAS,NoName Cay,Spearfishing,N,"Bull shark, 8'"
AUSTRALIA,Lucinda,Spearfishing,N,Bull shark
THAILAND,Chebilang pier ,Playing,N,Bull shark
SPAIN,"Famara Beach, Lanzarote",Playing,N,Angel shark
FRENCH POLYNESIA,Vallée Blanche,Snorkeling,N,Blacktip shark
USA,"Sand Dollar Beach, Santa Cruz County",Surfing,Y,White shark
AUSTRALIA,"Southside Beach, near Geelong",Surfing,N,Unknown
USA,"Summerland, Santa Barbara County",Swimming,N,5' to 6' shark
USA,"Moonlight Beach, San Diego County",Body Boarding,N,Unknown
AUSTRALIA,Killick Creek near Crescent Head,Swimming,N,Unknown
USA,"Cocoa Beach, Brevard  County",Surfing,N,"Bull shark, 6'"
AUSTRALIA,North West Island,Swimming,Y,Unknown
AUSTRALIA,Wamberal Beach,Surfing,N,6' shark
USA,"Pleasure Point, Santa Cruz County",Stand-Up Paddleboarding,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
AUSTRALIA,Cairns,,N,Unknown
NEW ZEALAND,"Stanmore Bay, Auckland",Kayak fishing,N,"White shark, 2.5 to 3 m"
FIJI,"Tawake, Cakaudrove",Spearfishing,N,Unknown
NEW ZEALAND,Pauanui Beach,Surfing,N,White shark
USA,Wailea,Stand-Up Paddle boarding,N,Tiger shark
FRENCH POLYNESIA,Ua Huka,Canoeing,N,Unknown
AUSTRALIA,Windang Beach,Surfing,N,"""A small shark"""
NEW ZEALAND,Oreti Beach,Surfing,N,Broadnose seven gill shark?
USA,"Rodanthe, Dare County",Surfing,N,Unknown
THAILAND,Nang Thong Beach,Swimming,N,Unknown
AUSTRALIA,North West Island,Swimming,N,Lemon shark
AUSTRALIA,Cull Island / Esperance,Scuba diving,Y,White shark
NEW CALEDONIA,Calana,,N,Unknown
AUSTRALIA,Esperance,Swimming after being swept off rocks,Y,Unknown
AUSTRALIA,North West Island,Swimming,N,"Shovelnose ""shark"" which is a ray, not a shark)"
SEYCHELLES,Amitié Beach,Swimming,N,Unknown
PAPUA NEW GUINEA,Ragelapara reef ,Spearfishing,Y,Unknown
SOUTH AFRICA,"Nahoon Beach, East London",Surf skiing ,N,Unknown
NEW ZEALAND,Oreti Beach,Boogie boarding,N,Unknown
USA,"Santa Rosa Island, Ventura County",Surfing,N,Unknown
AUSTRALIA,Shellharbour,Fishing,N,White shark
AUSTRALIA,Exmouth,Free diving,N,Unknown
CUBA,Guardalavaca Beach ,Swimming,Y,Unknown
USA,"Cove Park, Kihei, Maui",Stand-Up Paddleboarding,N,10'-12' tiger shark
USA,"New Smyrna Beach, Volusia County",Surfing,N,Juvenile blacktip shark
AUSTRALIA,Bargara,Snorkeling,N,Unknown
AUSTRALIA,"Elliot Head, near Bundaberg.",Spearfishing,F,Unknown
MEXICO,Off Barra Vieja,Fishing,N,Unknown
ISRAEL,Haifa,Snorkeling,N,Unknown
FRENCH POLYNESIA,Afareitu Lagoonarium.,Feeding sharks,N,5' blacktip shark
USA,"Cocoa Beach, Brevard  County",Surfing,N,4' to 5' blacktip shark
MEXICO,Magdalena Bay,Snorkeling,N,Unknown
SOUTH AFRICA,East London,Kayaking fishing,N,"White shark, 4 m"
USA,"San Onofre, San Diego County ",Surfing,N,Juvenile white shark?
REUNION ISLAND,L’Hermitage Lagoon,Snorkeling,Y,10' tiger shark
AUSTRALIA,"Off Airlie Beach, Whitsundays",Snorkeling,N,Tiger shark
USA,"New Smyrna Beach, Volusia County",Surfing,N,4' to 5' shark
USA,"Cambria, San Luis Obispo County",Kayak fishing,N,White shark
FRENCH POLYNESIA,Opunohu Bay,Snorkeling,N,Oceanic whitetip shark
AUSTRALIA,"Woorim Beach, Bribie Island,",Surfing,N,7' shark
USA,"Fort Pierce, St. Lucie County",Surfing,N,Unknown
AUSTRALIA,Lighthouse Beach,Surfing,N,"White shark, 3.5 m"
USA,"Ship Rock near Catalina, Los Angeles County",Kayaking,N,White shark
USA,Talofofo Bay ,Surfing,N,Juvenile shark
AUSTRALIA,"Nightcliff Jetty, Darwin",Fishing,N,1+ m shark
USA,"Kihei, South Maui",Surfing,N,6' to 7' shark
USA,"Huguenot Park, Jacksonville, Duval County",Swimming,N,Unknown
USA,"Satellite Beach, Brevard County",Surfing,N,2' shark
USA,"Haleiwa, Oahu",Snorkeling,N,"Galapagos shark, 5'-9'"
USA,"Isle of Palms,  Charleston County",,N,Unknown
AUSTRALIA,"Burns Beach, Perth",Spearfishing,N,14' white shark
USA,Grand Cayman,Spearfishing,N,Nurse shark
USA,"Jacksonville Beach, Duval County",,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,6.5' shark
USA,"Fort Lauderdale, Broward County",Wading,N,Unknown
USA,"Napoopoo Park in Kealakekua Bay, The Big Island",Swimming/ Treading water,N,Unknown
FIJI,reef 40km east Vanua Levu,Spearfishing,N,Grey reef shark 1.5m
USA,"New Smyrna Beach, Volusia County",Wading,N,Unknown
USA,"Makaha Beach, Oahu",Surfing,N,10' to 12' shark
USA,"New Smyrna Beach, Volusia County",Standing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,Off Key Biscayne,Spearfishing / Diving,N,Unknown
USA,Molokai Channel/,Swimming,N,Cookiecutter shark
USA,"Off Cape Hatteras, Dare County",Fishing ,N,"Blacktip shark, 5'"
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
AUSTRALIA,Magra Islet,Snorkeling,N,Unknown
USA,"New Smyrna Beach, Volusia County",Boogie boarding,N,Unknown
USA,"Jacksonville Beach, Duval County",Surfing,N,Blacktip or Spinner shark
USA,"Moonstone Beach, South Kingstown, Washington County",Surfing,N,Sandtiger shark
USA,"Haulover Inlet, Miami-Dade County",Diving,N,Unknown
NEW ZEALAND,Pitt Island or Chatham Island,Scuba diving,N,"White shark, 3m"
USA,"Sunset Beach, Brunswick County",Body-surfing,N,shark pup
USA,"Amelia Island, Nassau County",Boogie boarding,N,Unknown
SOUTH AFRICA,"East Beach, Port Alfred",Surfing,N,"White shark, juvenile"
AUSTRALIA,"Pelican Waters, Caloundra",Paddle boarding,N,Bull shark pup
MEXICO,Cabo Catoche ,Fishing,N,Unknown
BAHAMAS,Great Guana Cay,Snorkeling,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
BAHAMAS,Rose Island,Snorkeling,Y,Unknown
USA,"Bald Head Island, Brunswick County",Swimming,N,Unknown
BAHAMAS,Wells Cay,Snorkeling,N,Unknown
USA,"Wilmington River, Chatham County",Swimming,N,"Bull shark, 4' to 5'"
USA,"Ocean Isle, Brunswick County",Surfing,N,Unknown
AUSTRALIA,Maatsuyker Island ,Abalone diving,N,Unknown
AUSTRALIA,Lennox Head,Surfing,N,Unknown
USA,"Fort Macon State Beach, Carteret County",Standing,N,Unknown
NEW CALEDONIA,Cook Reef,Fishing,Y,Unknown
USA,"Honokowai Point, Maui",Swimming,Y,Unknown
NEW CALEDONIA,Port South Marina,Swimming,N,"Bull shark, 3.5 m"
USA,"Ship Bottom, Ocean County",Body Boarding,N,Shark involvement unconfirmed but considered probable
FIJI,Beqa,Scuba diving,N,"Tiger shark, 4m to 5m"
USA,"Browns, Oahu",Surfing,N,8' shark
AUSTRALIA,Yandaran Beach,Body Surfing,N,Unknown
REUNION ISLAND, Saint Leu,Surfing,Y,Unknown
USA,O'ahu,Swimming with sharks,N,Unknown
USA,"North Salmon Creek Beach, Sonoma County",Surfing,N,White shark
BRAZIL,Praia de Porto,Fishing,N,Lemon shark pup
USA,"Off Boca Grande, Lee County",Fishing,N,Unknown
AUSTRALIA,Tomaree,Spearfishing,N,"Grey nurse shark, 3 m female"
USA,"Anaehoomalu Bay, Hawaii",Kayaking,N,Tiger shark
USA,"Jacksonville Beach, Duval County",,N,Unknown
USA,"Crescent Beach, St Johns County",Boogie boarding,N,Unknown
USA,"North Koahala, Big Island",Picking opihi,N,Tiger shark
USA,Kaiwi Channel,Swimming,N,Cookiecutter shark
CHINA,"Laohutan Ocean Park Aquarium, Dalian City",Diving in shark tank,N,Sand tiger shark
USA,Waikoloa area,Paddling an outrigger canoe,N,12' shark
AUSTRALIA,Line Reef,Swimming,N,"Grey reef shark, 4'"
USA,"Hobe Sound, Martin County",Surfing,N,4' shark
MEXICO,Troncones,Swimming,N,Unknown
USA,Kaiwi Channel,Swimming,N,Cookiecutter shark
USA,"Stuart Beach, Martin County",Boogie boarding,N,Spinner shark
USA,"Cape Kiwanda, Tillamook County",Surfing,N,Unknown
SOUTH AFRICA,30 nm off Port Elizabeth,Fishing,N,2.5 m shark
USA,"Dog Beach, Huntington Beach",Surfing,N,6' to 7' shark
AUSTRALIA,Belongil Bay,Surfing,N,Unknown
BRAZIL,Cacimba do Padre,Surfing,N,Lemon shark
AUSTRALIA,Groote Eylandt,Spearfishing,N,"Reef shark,"
USA,"Hanalei Bay, Kauai",Surfing,N,Tiger shark
AUSTRALIA,Urunga area,Surfing,N,Unknown
SOUTH AFRICA,Mtunzini,Fishing,N,Unknown
USA,Key Biscayne,Spearfishing,N,Bull shark
REUNION ISLAND,Sainte-Rose at the mouth of Riviere de l'Est,Fishing,Y,Unknown
NEW ZEALAND,Oreti Beach,Boogie boarding,N,Reported as shark bite but injury caused by stingray
AUSTRALIA,North Cottesloe ,Swimming,N,Wobbegong shark
AUSTRALIA,"Catseye Beach, Hamilton Island, Whitsundays",Wading,N,Reported as shark attacks but injuries caused by toadfish
USA,"Sandspit Beach, Montaña de Oro State Park ",Surfing,N,"White shark, 4.6m"
MEXICO,Southeast of Puerto Peñasco ,Diving,Y,Tiger shark
NEW ZEALAND,Matauri Bay,Spearfishing,N,"Mako shark, 7'"
NEW ZEALAND,Ti Point,Spearfishing,N,Bronze whaler 2.5m
AUSTRALIA,Nambucca,Surfing,N,Unknown
AUSTRALIA,South Steyne,Surfing,N,Wobbegong shark
USA,"Juno Beach, Palm Beach County",Surfing,N,Unknown
AUSTRALIA,Off Nhulunbuy,Spearfishing,N,Reef shark x 2
AUSTRALIA,"7 Mile Beach, Gerroa",Surfing,N,Unknown
AUSTRALIA,Moffat Beach,Kayaking,N,"Tiger shark, 13'"
SOUTH AFRICA,Tinley Manor,Fishing,N,"White shark, 3m"
AUSTRALIA,"Pyramids Beach, Mandurah",Body Boarding,N,Sandtiger shark
BAHAMAS,Compass Cay,Swimming,N,Nurse shark
AUSTRALIA,"Shelly Beach, Ballina",Surfing,N,5' shark
AUSTRALIA,"Cid Harbor, Whitsundays",Swimming,Y,Unknown
EGYPT,Brothers' Island,Scuba diving,N,Oceanic whitetip shark
AUSTRALIA,"Guillotines surf break, Shire of Augusta Margaret River",Surfing,N,Unknown
USA,"Near Patrick AFB, Brevard County",Surfing,N,3' to 4' shark
USA,"Ponce Inlet, Volusia County",Surfing,N,Unknown
USA,Farallon Islands,Diving / Filming,N,"White shark, 17' female"
AUSTRALIA,Samurai Beach,Body Surfing,N,Bull shark?
NEW ZEALAND,Baylys Beach ,Surfing,N,"White Shark, 3.2m to 3.5m"
AUSTRALIA,Two Rocks near Three Mile Reef,Spearfishing,N,"White shark, 5m female"
USA,"Bethune Beach, Volusia County",Surfing,N,Spinner shark
AUSTRALIA,Swain Reef,Fishing,N,"""reef shark"""
USA,"Beacons Beach, San Diego County",Diving,N,"White shark, 11'"
AUSTRALIA,Groote Eylandt,,N,Bull shark
USA,Humboldt County,Fishing,N,White shark
FIJI,Cakau Levu,Diving,N,Nurse shark
BAHAMAS,Treasure Cay,Spearfishing,N,Blacktip shark
USA,"Jacksonville Beach, Duval County",,N,Unknown
JAMAICA,James Bond Beach,Spearfishing,Y,Unknown
AUSTRALIA,"Cid Harbor, Whitsundays",Swimming,N,Unknown
AUSTRALIA,"Cid Harbor, Whitsundays",Swimming,N,Unknown
USA,"Newcomb Hollow Beach, Wellfleet, Barnstable County",Boogie boarding,Y,White shark
USA,"Ponce Inlet, Volusia County",Surfing,N,Unknown
USA,"Pounders Beach, Oahu",Stand-Up Paddleboarding,N,"Tiger shark, 10' to 12'"
USA,"Fort Pierce, St. Lucie County",Surfing,N,Unknown
USA,"Huntington Beach, Orange County",Swimming,N,5' to 8' shark
BAHAMAS,Carter's Cay,Spearfishing,N,Reef shark
USA,"Atlantic Beach, Carteret  County",Surfing,N,Unknown
ITALY,Torino di Sangro ,Playing,N,Unknown
BAHAMAS,"Coco Bay, Green Turtle Cay",Standing,N,Nurse shark
USA,"Rhode River, Chesapeake Bay",,N,Unknown
USA,"Longnook Beach, Truro, Barnstable County",Swimming,N,White shark
USA,"Crystal Beach, Galveston  County",Spearfishing,N,"Said to involve a bull shark, 5' to 6'"
USA,"Bald Head Island, Brunswick County",Standing,N,Said to involve a blacktip shark
USA,"Bald Head Island, Brunswick County",Swimming/Standing,N,Unknown
EGYPT,Marsa Alam,Snorkeling,Y,Tiger shark
USA,"St Augustine, St Johns County",Surfing,N,Unknown
CHINA,Shopping mall aquarium in Guiyang City,Putting hand in shark tank,N,Unknown
USA,"Atlantique Beach, Fire Island, Suffolk County",Boogie Boarding,N,Sandtiger shark
USA,"Sailors Haven, Fire Island, Suffolk County",Wading,N,Sandtiger shark
USA,Galveston,Surfing,N,Unknown
COLOMBIA,Provencia,Fishing,N,Unknown
USA,"Trinidad Beach, Huboldt County",Wading,N,"Salmon shark, juvenile"
USA,"Playalinda Beach, Brevard County",Surfing,N,Unknown
USA,"Fernandina Beach, Nassau County",Wading,N,Unknown
USA,"Fernandina Beach, Nassau County",Surfing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
BAHAMAS,Staniel Cay,Floating,N,"Nurse shark, 5'"
USA,"John Pennekamp Coral Reef State Park, Monroe County",Snorkeling,N,"Injury most likely caused by barracuda, not a shark"
USA,Myrtle Beach,Boogie boarding,N,Unknown
USA,"Oceanside, San Diego County",Paddling,N,White shark
USA,"Near the Bahia Honda Bridge, Monroe County",Fishing,N,Nurse shark
USA,"St. Simon Island, Glynn County",Standing,N,Unknown
USA,"Habush, Oahu",Surfing,N,Unknown
AUSTRALIA,Arrawarra Headland,Surfing,N,2 m shark
MEXICO,La Ticla,Free diving,N,"Tiger shark, 3m"
AUSTRALIA,"Flat Rock, Ballina",Kite surfing,N,Unknown
BRAZIL,"Piedade Beach, Recife",Swimming,Y,Tiger shark
EGYPT,Brothers Island,Scuba Diving,N,Oceanic whitetip shark
USA,"Lighhouse Point Park, Ponce Inlet, Volusia County",Fishing,N,"Lemon shark, 3'"
USA,"Cocoa Beach, Brevard  County",Walking,N,"Bull shark, 6'"
USA,"Daytona Beach, Volusia County",Standing,N,Unknown
AUSTRALIA,Cairns Aquarium,Feeding sharks,N,Grey reef shark
USA,"Isle of Palms,  Charleston County",Boogie boarding,N,Unknown
USA,"Hilton Head Island, Beaufort County",Swimming,N,Unknown
ENGLAND,Off Land's End,Fishing,N,Invalid incident
AUSTRALIA,Dugong Bay,Feeding sharks,N,"Tawny nurse shark, 2m"
SOUTH AFRICA,"Nahoon Beach, East London",Surfing,N,Unknown
AUSTRALIA,"Sharpes Beach, Ballina",Surfing,N,Shark involvement not confirmed
THAILAND,Sai Noi Beach,Swimming,N,Unknown
USA,Galveston Bay,Fishing,N,Sandtiger shark'
COSTA RICA,Manuelita,Scuba diving,N,Tiger shark
AUSTRALIA,Gearys Beach,Surfing,N,Unknown
AUSTRALIA,Lennox Head,Surfing,N,Questionable
AUSTRALIA,"Surfers Point, Prevelly",Surfing,N,3 m shark
AUSTRALIA,"South Point, Gracetown",Surfing,N,"White shark, 3.5 m"
MALDIVES,Madoogali,Fishing,N,Tiger shark
SOUTH AFRICA,"Robberg Beach, Plettenberg Bay",Surf-skiing,N,"White shark, 2.5 m"
USA,"Shipwreck’s Beach, Keoneloa Bay, Kauai",Body boarding,N,6' shark
THAILAND,Sai Noi Beach,Swimming,N,Juvenile bull shark
BRAZIL,Piedade,Swimming,N,Unknown
AUSTRALIA,"Lefthanders, Margaret River Area",Surfing,N,Unknown
AUSTRALIA,"Cobblestones, Margaret River Area",Surfing,N,Unknown
BAHAMAS,Nirvana Beach,Surfing,N,Tiger shark
BRAZIL,"Praia de Sauaçuhy, Maceió",Fishing,N,Shark involvement not confirmed
NEW CALEDONIA,"Magenta Beach, Noumea",Foilboarding,N,2 m shark
BAHAMAS,Bimini,Swimming,N,Bull shark
SOUTH AFRICA,St. Francis Bay,Surfing,N,White shark
USA,Kukio Beach,Stand-Up Paddleboarding,N,"Tiger shark, 12'"
AUSTRALIA,Waterman's Bay,Wading,N,Wobbegong shark
AUSTRALIA,Lorne,Swimming,N,3.5 m shark
AUSTRALIA,Winkipop,Surfing,N,1.8 m shark
SOUTH AFRICA,Durban,Scuba Diving,N,Blacktip shark
AUSTRALIA,"Little Congwong Beach, La Perouse ",Swimming,N,"Juvenile white shark,  2.7 to 3.2 m"
AUSTRALIA,Westernport Bay,Fishing,N,Unknown
AUSTRALIA,"Surf Beach, Kiama",Walking,N,"Bull shark, 2 m"
AUSTRALIA,Mooloolaba Beach,Swimming,N,Possibly a wobbegong
BRAZIL,Espirito Santo,Cleaning fish,N,"Injury believed caused by an eel, not a shark"
ECUADOR,Santa Fe Island,Snorkeling,N,Galapagos shark?
AUSTRALIA,"Avalon Point, Manurah",Spearfishing,N,2m shark
AUSTRALIA,Cone Bay,,N,Bull shark
NEW CALEDONIA,Nouville,Spearfishing,N,"Bull shark, 3 m"
FRENCH POLYNESIA,"Makemo atoll,",Surfing,N,"Sicklefin Lemon Shark,"
AUSTRALIA,Lizard Island,Diving,N,Grey reef shark. 2 m
AUSTRALIA,Martin Islet,Free diving,N,"White shark, 3.5 m"
BRAZIL,Conceicao Beach,Surfing,N,small shark
AUSTRALIA,"South Point, Gracetown",Surfing,N,Wobbegong shark?
USA,"Hultin's Beach, Oahu",Surfing,N,Tiger shark
USA,"Drakes Estero, Point Reyes, Marin County",Surfing,N,Unknown
MALAYSIA,Bagan Lalang Beach,Fishing / Wading,N,Juvenile nurse shark
Australia,Booti Booti National Park,Surfing,N,Great White 6.0m
COSTA RICA,Manuelita,Scuba Diving,N,"Tiger shark, female"
COSTA RICA,Manuelita,Scuba diving,Y,"Tiger shark, female"
LIBYA, Gars Garabulli,2 boats capsized,Y,Some drowned but other may have been killed by blue sharks
USA,"Stillwater Cove, Monterey County",Spearfishing,N,"White shark, 4.6 m"
USA,"Floridana Beach, Brevard County",Surfing,N,Unknown
AUSTRALIA,Avoca Beach,Surfing,N,2 m shark
CUBA,Guardalavaca Beach,Night bathing,Y,Tiger shark
USA,Makaha,Surfing,N,Unknown
AUSTRALIA,Magnetic Island,Snorkeling,N,Cookiecutter shark
AUSTRALIA,Birubi Point,Surfing,N,"Wobbegong shark, 1 m"
USA,"White Plains Beach, Oahu",Stand-Up Paddleboarding,N,Unknown
MAURITIUS,Le Goulet,Swimming,N,Unknown
USA,"Juno Beach, Palm Beach County",Surfing ,N,Unknown
USA,"Ocean Reef Park, Singer Island, Palm Beach County",Swimming,N,Unknown
AUSTRALIA,Normanville,Kayaking / Fishing,N,"White shark, 4.5 m"
NEW ZEALAND,"Off Tapuna Beach, Auckand",Kayaking,N,2 m shark
USA,"Lantana Beach, Palm Beach County",Swimming,N,"Spinner shark, 4 to 5 feet"
USA,"Davidsons Beach, Kekaha, Kauai",Surfing,N,"Tiger shark, 8 to 10 feet"
USA,"Kama‘ole Beach Park, Maui ",Snorkeling,N,8' shark
SOUTH AFRICA,Dyer Island,Scuba Diving,N,Unknown
USA,"Hanna Park, Jacksonville, Duval County",Surfing,N,5' shark
AUSTRALIA,Gracetown,Surfing,N,"White shark, 3.5 m"
USA,Rockaway,Surfing,N,Questionable
USA,Fort Worth,Surfing,N,4' to 5' shark
USA,Palm Beach County,Surfing,N,Unknown
SPAIN,Gran Canaria ,Body surfing,N,"Porbeagle, 1.5 m"
USA,"Ponce Inlet, Volusia County",Surfing,N,Unknown
SOUTH AFRICA,Hawston,Scuba Diving,N,Unknown
SAMOA,Nofoali’i,Fishing,N,Unknown
AUSTRALIA,Esperance,Fishing,N,"White shark, 3.5m"
USA,"Ponce Inlet, Volusia County",Surfing,N,5' to 6' shark
AUSTRALIA,Sam's Creek area,Swimming,N,Unknown
AUSTRALIA,Iluka Beach,Surfing,N,"White shark, 3 to 3.5m"
SOLOMON ISLANDS,Owarigi Island,Spearfishing,N,Unknown
SOUTH AFRICA,Dyer Island,"Swimming, poaching abalone",Y,Unknown
JAPAN,Iwata City,Surfing,N,Unknown
USA,"Marathon, Monroe County",Swimming,N,Nurse shark
USA,"South Padre Island, Cameron County",Swimming,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
AUSTRALIA,Cathedral Rock,Surfing,N,"White shark, 3 m"
USA,Bathtub Beach ,Wading,N,Unknown
SPAIN,Grao de Moncofa,Swimming,N,Shark involvement questionable
NEW ZEALAND,Off Tutukaka,Canoeing,N,Unknown
USA,"Marconi Beach, Wellfleet, Barnstable County",SUP,N,"White shark, 5' to 7'"
USA,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,N,Possibly a juvenile blacktip shark
EGYPT,Marsa Ghalib,Snorkeling,N,"Oceanic whitetip shark, 1.8 to 2 m"
USA,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,N,4' shark
USA,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Fishing,N,"White shark, 10'"
USA,"Jacksonvlle, Duval County",Skimboarding,N,Unknown
USA,"Hilton Head Island, Beaufort County",Swimming,N,A small shark
USA,"DeBordieu Colony, Georgetown County",,N,Unknown
BAHAMAS,Rose Island,Snorkeling,N,Unknown
"ST HELENA, British overseas territory",English Bay,Surfing,N,Unknown
USA,Ventnor,,N,Sandtiger shark  2'
SPAIN,"Estanys Beach, Colonia de Sant",Swimming,N,Blue shark 6'
USA,"Snipes Point, Monroe County",,N,"""A small shark"""
USA,"Hilton Head Island, Beaufort County",Swimming,N,Shark involvement not confirmed
USA,"Stearns Wharf, Santa Barbara",Kayaking,N,"White shark, 11' to 13'"
USA,"Seal Rock, Goleta Beach, Santa Barbara",SUP,N,"White shark, 8' to 10'"
USA,"South Beach, Westport, Grays Harbor County",Surfing,N,"White shark, 9'"
AUSTRALIA,Floreat Beach,Surfing,N,Unknown
USA,"Santa Cruz, Santa Cruz County",Kayaking,N,White shark
USA,"Haulover Beach, Miami-Dade County",Swimming,N,"Bull shark, 4' to 5'"
MEXICO,"Sánchez Magallanes, Cárdenas",Fishing,N,"Tiger shark, 100 kg"
SOUTH AFRICA,"Nahoon Reef, East London",Surfing,N,"White shark, 2.5 m"
COMOROS,Moya,Fishing,N,Shark involvement prior to death not confirmed
